	0	1	2	3	4	5	6	7	8	9	10	11	12	13	14	15	16	17	18	19	20	21	22	23	24	25	26	27	28	29	30	31	32	33	34	35	36	37	38	39	40	41	42	43	44	45	46	47	48	49
issues	0.0066162822768092155	0.0	0.0	0.0038573138881474733	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.004565464798361063	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
lectures	0.006589213851839304	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0029040740337222815	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
more	0.006391216069459915	0.004791043698787689	0.004391736350953579	0.0	0.0	0.0027056720573455095	0.008240297436714172	0.004914473742246628	0.004029187373816967	0.0	0.005852160044014454	0.0032148456666618586	0.0	0.006621841341257095	0.0	0.0040496233850717545	0.005222565960139036	0.0	0.008550871163606644	0.0	0.004544075578451157	0.005034384783357382	0.0	0.0	0.0029940474778413773	0.0032872057054191828	0.0	0.006808416452258825	0.0	0.003294013673439622	0.003941971343010664	0.0	0.0	0.006469443906098604	0.005040871910750866	0.0	0.0	0.0	0.0	0.0	0.0040107956156134605	0.0026639215648174286	0.0	0.0	0.0035532021429389715	0.003965476062148809	0.008889809250831604	0.0037524490617215633	0.01707235537469387	0.0
scholars	0.0063745551742613316	0.0	0.003402075730264187	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
participants	0.006144510116428137	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.003931283485144377	0.0	0.0	0.0051366719417274	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.010712611488997936	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.02291199006140232	0.0
chinese	0.006083716172724962	0.0036187786608934402	0.0	0.0	0.0	0.0	0.0	0.004119449760764837	0.0	0.0	0.0	0.0	0.0	0.0	0.022623930126428604	0.0024924613535404205	0.0	0.0	0.0	0.0151075953617692	0.0	0.0	0.0	0.0	0.0033255654852837324	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.012235437519848347	0.018438609316945076	0.0	0.007225594948977232	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
event	0.005825227126479149	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0750797763466835	0.0
details	0.0057434458285570145	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.008348067291080952	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.00642919447273016	0.0	0.0	0.0	0.007472409401088953	0.0	0.0	0.0
invited	0.005644567776471376	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.00405480433255434	0.0	0.0	0.0	0.0	0.0	0.0	0.0
series	0.005548608954995871	0.0	0.0	0.0	0.0	0.003831635694950819	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0049082329496741295	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
speakers	0.005491528194397688	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
members	0.00529793556779623	0.01077230554074049	0.0	0.011113021522760391	0.0	0.0	0.0	0.0	0.0	0.0	0.0029659587889909744	0.0	0.004411841277033091	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.003253529779613018	0.0	0.003476358950138092	0.0	0.0	0.0	0.0	0.0	0.0	0.003373002167791128	0.0	0.0	0.004479723051190376	0.0025207828730344772	0.009172243997454643	0.0	0.0	0.0	0.0	0.0	0.01565101370215416	0.0
amp	0.0051895370706915855	0.003374207066372037	0.0	0.0	0.007027284242212772	0.003534663002938032	0.0	0.0	0.00449141301214695	0.0	0.0	0.0	0.00799565389752388	0.003373644780367613	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0034772022627294064	0.0	0.022602973505854607	0.0	0.0	0.0	0.0	0.0	0.0	0.0
development	0.005137932486832142	0.012472722679376602	0.0043841032311320305	0.004443674813956022	0.0066795963793993	0.0	0.0	0.0	0.007246349472552538	0.0	0.0	0.0	0.0	0.003662482835352421	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.005431329365819693	0.0	0.0	0.0	0.0	0.02067071571946144	0.007480648346245289	0.0	0.0	0.003235665149986744	0.0	0.0	0.003889474319294095	0.0	0.003585011698305607	0.0	0.0	0.0	0.008075923658907413
http	0.005124704912304878	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.004137729294598103	0.0	0.0	0.0	0.0	0.0	0.0	0.004662144463509321	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.027722716331481934	0.0	0.0	0.0	0.0	0.0	0.0	0.004697867203503847
opening	0.005105277057737112	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.008968270383775234	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0027603423222899437	0.0	0.0	0.005024478770792484	0.0
local	0.005070522893220186	0.0	0.0	0.0	0.0	0.0	0.0	0.004493082873523235	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0035912340972572565	0.0	0.0	0.0	0.0	0.0	0.0	0.0066734859719872475	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.008370491676032543	0.0	0.004033945966511965	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0031859802547842264	0.0	0.0	0.0	0.0
today	0.004946030676364899	0.005956860259175301	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0032130684703588486	0.0	0.0	0.004204228986054659	0.003845582250505686	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.005308616906404495	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.003930157981812954	0.0	0.0	0.0	0.0	0.0	0.013220317661762238	0.0	0.0	0.0	0.0	0.0	0.0	0.0
exchange	0.004908805247396231	0.0	0.0	0.0	0.0	0.0	0.0	0.006690565031021833	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.00703386077657342	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
first	0.0048576961271464825	0.0028856645803898573	0.005061097908765078	0.0	0.0	0.00592068862169981	0.0	0.0037931688129901886	0.0	0.0	0.0	0.0	0.0074357325211167336	0.004374494310468435	0.005806515924632549	0.0	0.004406485240906477	0.0	0.0	0.0	0.005319406744092703	0.0	0.0	0.0	0.0	0.0	0.003274032147601247	0.0	0.004800237715244293	0.008062832988798618	0.0	0.0023903397377580404	0.0031900962349027395	0.0	0.0	0.0072378492914140224	0.004182753153145313	0.007383638992905617	0.0	0.0	0.004194444976747036	0.0024435727391391993	0.002386191627010703	0.005919553339481354	0.004403145983815193	0.0	0.006616803817451	0.0	0.004954767879098654	0.004064916167408228
please	0.004818165674805641	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.06245037913322449	0.0	0.0	0.0	0.005008993670344353	0.0	0.0	0.0
challenges	0.004675475414842367	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
organized	0.004647447261959314	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.007225713226944208	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.003943650983273983	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.011125155724585056	0.0
experts	0.004607695620507002	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.003007037565112114	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.004468208644539118	0.0	0.0	0.0	0.0	0.0	0.0
forum	0.0045260037295520306	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
knowledge	0.004449465312063694	0.0	0.0	0.0	0.0	0.0	0.0	0.00387143949046731	0.0	0.0	0.0	0.0	0.0	0.007475574966520071	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.004230104386806488	0.0	0.0	0.0026762159541249275	0.0	0.0	0.0036357336211949587	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
promote	0.004331790842115879	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.004684282932430506	0.0	0.0	0.0	0.0	0.0038986874278634787	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
social	0.004238922148942947	0.005364761222153902	0.0	0.0	0.0	0.005399999674409628	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.02630089595913887	0.0	0.0	0.0026378126349300146	0.003926367498934269	0.0	0.0	0.0	0.00383996800519526	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
economic	0.004221582319587469	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.009582271799445152	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.00880388729274273	0.0	0.0	0.0054120696149766445	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
views	0.004035429563373327	0.0	0.0	0.003286360064521432	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.008373042568564415	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
global	0.0039269328117370605	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.00727497786283493	0.0	0.0	0.0	0.0	0.010779015719890594	0.0	0.0	0.0	0.0	0.0	0.0	0.005013371352106333	0.007023600861430168	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.004796222317963839	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
community	0.0038996462244540453	0.018588950857520103	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.009834866039454937	0.0	0.0	0.0	0.0	0.008329409174621105	0.0	0.0	0.0	0.008512591011822224	0.0	0.0	0.004633907228708267	0.008288810029625893	0.0	0.0037339194677770138	0.0	0.00336479302495718	0.0	0.0	0.007422191556543112	0.0	0.0	0.0	0.0
session	0.003872952191159129	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
symposium	0.003853222820907831	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
campus	0.0038484891410917044	0.007158915512263775	0.0	0.0	0.0	0.003093788167461753	0.0	0.0046279337257146835	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.009019517339766026	0.0	0.0	0.006344574503600597	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0046447631902992725	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0037908670492470264	0.0	0.00836152769625187	0.0
different	0.0037870919331908226	0.0	0.0	0.0	0.0	0.0037144161760807037	0.0	0.004952448885887861	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.005320301279425621	0.0	0.0	0.004631007090210915	0.0	0.0	0.0	0.0	0.005919002927839756	0.0028922560159116983	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0073494031094014645	0.0	0.0	0.0	0.0	0.0	0.004687747918069363	0.0	0.0
keynote	0.0037426163908094168	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
experience	0.003701489418745041	0.0	0.0	0.0	0.0	0.0	0.0	0.0059243966825306416	0.0	0.0	0.0	0.0	0.0	0.005529704969376326	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.00379639002494514	0.0	0.0	0.0	0.0	0.0	0.0
other	0.0037003448233008385	0.0	0.0	0.0051885065622627735	0.0	0.004044073633849621	0.0	0.004488784354180098	0.0	0.0	0.0	0.0	0.005074605345726013	0.003693989245221019	0.0	0.0	0.0	0.0	0.0	0.0025687103625386953	0.004602381959557533	0.0	0.0	0.004565584938973188	0.003085771109908819	0.0	0.0	0.005598375108093023	0.0	0.005279862321913242	0.0038593264762312174	0.002778997179120779	0.0	0.0	0.003384482581168413	0.0	0.0035411592107266188	0.0	0.00570375332608819	0.005275001283735037	0.007261669263243675	0.002976317424327135	0.0	0.0	0.007002600468695164	0.005136448889970779	0.0	0.00456432206556201	0.0077744657173752785	0.005460207816213369
research	0.00368114048615098	0.0	0.053810004144907	0.00347364554181695	0.005803611595183611	0.0	0.0	0.0	0.014658537693321705	0.00965307466685772	0.0	0.004544225987046957	0.0	0.0	0.0	0.010875235311686993	0.0	0.0	0.0	0.0	0.043764628469944	0.007056590169668198	0.0	0.0	0.0053913788869977	0.003493089694529772	0.0	0.0	0.0	0.0	0.01558317057788372	0.00454280199483037	0.0052896286360919476	0.0	0.0048734331503510475	0.0	0.046585604548454285	0.015872595831751823	0.0	0.018488328903913498	0.005565037485212088	0.0043062553741037846	0.0	0.005113610532134771	0.00527750002220273	0.0	0.0	0.003226512810215354	0.0	0.02443520724773407
support	0.0	0.02635902911424637	0.0	0.0	0.008593384176492691	0.004308762494474649	0.006601984146982431	0.0	0.0	0.0	0.002518382156267762	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.006337886210530996	0.0	0.0	0.0	0.0	0.0	0.009999657049775124	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.004480542149394751	0.00981864146888256	0.0	0.0	0.010101241990923882	0.0
ceremony	0.0	0.016527840867638588	0.0	0.0	0.005897472612559795	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0040438794530928135	0.0	0.005590256303548813	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0073916371911764145	0.0	0.006071619223803282	0.0	0.0	0.0	0.010256200097501278	0.0	0.0	0.0	0.0	0.0	0.0054672034457325935	0.0
students	0.0	0.012892580591142178	0.0	0.0	0.028588999062776566	0.003237310331314802	0.00405958341434598	0.10177735239267349	0.0	0.0	0.0	0.0	0.03362949192523956	0.012654750607907772	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.005249963607639074	0.02098815329372883	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.014674026519060135	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.006345667410641909	0.0	0.0	0.0
years	0.0	0.012767801992595196	0.0038996203802525997	0.002802225761115551	0.0	0.004333360120654106	0.004940749611705542	0.0	0.0	0.005367674399167299	0.0	0.0	0.0	0.005370032042264938	0.0	0.0	0.00449442770332098	0.004234896507114172	0.0	0.0	0.008017288520932198	0.003995805978775024	0.0	0.0021073746029287577	0.006303963251411915	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.013280747458338737	0.014124639332294464	0.0	0.0	0.0	0.0	0.0	0.004721011500805616	0.0	0.0	0.0	0.0	0.0
donation	0.0	0.011173547245562077	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
staff	0.0	0.010967716574668884	0.0	0.008368567563593388	0.0	0.0	0.0	0.0	0.00856074783951044	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.003747622948139906	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0077095041051507	0.0
generous	0.0	0.007692096754908562	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
