	0	1	2	3	4	5	6	7	8	9	10	11	12	13	14	15	16	17	18	19
dental	0.0	0.0	0.0	0.0031426211	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
higher	0.0	0.0	0.0	0.0030212356	0.0	0.0	0.0	0.0048263827	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
weight	0.0	0.0	0.0	0.0028929096	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
obesity	0.0	0.0	0.0	0.00285604	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
population	0.0	0.0	0.0	0.0028429448	0.0057190782	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
patient	0.0	0.0	0.0	0.0028388775	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0042482642	0.0	0.0	0.0	0.0
pressure	0.0	0.0	0.0	0.0028048924	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
sleep	0.0	0.0	0.0	0.0027390735	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
prevalence	0.0	0.0	0.0	0.0027046208	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0022223557
stroke	0.0	0.0	0.0	0.0026648534	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0133094415
complications	0.0	0.0	0.0	0.0026640045	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
chronic	0.0	0.0	0.0	0.0026543601	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
months	0.0	0.0	0.0	0.0025923788	0.0	0.0	0.0	0.0	0.0	0.004824377	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
people	0.0	0.0	0.0	0.0025563822	0.0108769415	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.007791296	0.0	0.0053245113
health	0.0	0.0	0.0	0.0	0.045425154	0.0	0.0	0.009201384	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
care	0.0	0.0	0.0	0.0	0.025394147	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
elderly	0.0	0.0	0.0	0.0	0.01971267	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
social	0.0	0.0	0.0	0.0	0.012322049	0.0	0.0	0.0	0.0	0.0	0.0041486723	0.0	0.0	0.0	0.0	0.0	0.0042767487	0.003005477	0.0	0.0
services	0.0	0.0	0.0	0.0	0.011604018	0.010660631	0.0	0.0	0.004692959	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
service	0.0	0.0	0.0	0.0	0.011358362	0.0038070215	0.0	0.0	0.005294234	0.0	0.0	0.0	0.0	0.0030636357	0.0	0.0	0.0	0.0	0.0	0.0
community	0.0	0.0	0.0	0.0	0.0090877935	0.0145407915	0.0	0.0	0.0	0.0	0.0056339786	0.0	0.0	0.0052997884	0.0	0.0	0.0	0.0	0.0	0.0
mental	0.0	0.0	0.0	0.0	0.0074844463	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
healthcare	0.0	0.0	0.0	0.0	0.007220566	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
physical	0.0	0.0	0.0	0.0	0.007128231	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
family	0.0	0.0	0.0	0.0	0.006492274	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0056678667	0.0	0.0
professionals	0.0	0.0	0.0	0.0	0.005884189	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
training	0.0	0.0	0.0	0.0	0.0056117754	0.012643691	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
project	0.0	0.0	0.0	0.0	0.005475725	0.0	0.004637439	0.0	0.0	0.0	0.0	0.010324082	0.0	0.0	0.0044613103	0.0	0.0	0.0	0.00786523	0.0
intervention	0.0	0.0	0.0	0.0	0.0053105834	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
nursing	0.0	0.0	0.0	0.0	0.004861203	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
dementia	0.0	0.0	0.0	0.0	0.004769611	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
society	0.0	0.0	0.0	0.0	0.0045382567	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
ageing	0.0	0.0	0.0	0.0	0.0044895266	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
problems	0.0	0.0	0.0	0.0	0.0042335563	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0026329097
needs	0.0	0.0	0.0	0.0	0.004187221	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
help	0.0	0.0	0.0	0.0	0.004057507	0.005336971	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0031340583	0.0	0.0	0.0
families	0.0	0.0	0.0	0.0	0.0040419223	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
healthy	0.0	0.0	0.0	0.0	0.0040097926	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
prevention	0.0	0.0	0.0	0.0	0.0039905584	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
promote	0.0	0.0	0.0	0.0	0.003721563	0.0	0.0	0.0	0.0	0.0	0.0035458326	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
awareness	0.0	0.0	0.0	0.0	0.0036995437	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
provide	0.0	0.0	0.0	0.0	0.0035592588	0.0071961805	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
psychological	0.0	0.0	0.0	0.0	0.0031453492	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
improve	0.0	0.0	0.0	0.0	0.0030681223	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
practice	0.0	0.0	0.0	0.0	0.0030417657	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
anxiety	0.0	0.0	0.0	0.0	0.0030231993	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
local	0.0	0.0	0.0	0.0	0.0029644568	0.0	0.0	0.0	0.0	0.0035339815	0.0052173072	0.0	0.0	0.0	0.0	0.0	0.0028315897	0.0	0.0	0.0
donation	0.0	0.0	0.0	0.0	0.0	0.015013146	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
establishment	0.0	0.0	0.0	0.0	0.0	0.009749778	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
generous	0.0	0.0	0.0	0.0	0.0	0.009245043	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
collaboration	0.0	0.0	0.0	0.0	0.0	0.0072624087	0.0	0.0	0.0	0.0	0.0	0.0035853053	0.0	0.0	0.0	0.0	0.0	0.0	0.0021123274	0.0
established	0.0	0.0	0.0	0.0	0.0	0.0063316077	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
facilities	0.0	0.0	0.0	0.0	0.0	0.005790785	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
projects	0.0	0.0	0.0	0.0	0.0	0.005319178	0.0	0.0	0.0	0.0	0.0	0.0069855927	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
set	0.0	0.0	0.0	0.0	0.0	0.005207058	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
sports	0.0	0.0	0.0	0.0	0.0	0.004385895	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
gratitude	0.0	0.0	0.0	0.0	0.0	0.00428269	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
agreement	0.0	0.0	0.0	0.0	0.0	0.0042242203	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
building	0.0	0.0	0.0	0.0	0.0	0.0041337446	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0047415057	0.0
deaf	0.0	0.0	0.0	0.0	0.0	0.0039858385	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
centre	0.0	0.0	0.0	0.0	0.0	0.0038150565	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
sign	0.0	0.0	0.0	0.0	0.0	0.0036664747	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
providing	0.0	0.0	0.0	0.0	0.0	0.0035696279	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
signing	0.0	0.0	0.0	0.0	0.0	0.0034482768	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
serve	0.0	0.0	0.0	0.0	0.0	0.0034457268	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
supporting	0.0	0.0	0.0	0.0	0.0	0.0034356324	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
donations	0.0	0.0	0.0	0.0	0.0	0.0033135263	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
special	0.0	0.0	0.0	0.0	0.0	0.003308151	0.0055375765	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0049764225	0.0	0.0	0.0	0.002439843	0.0
appreciation	0.0	0.0	0.0	0.0	0.0	0.0032351525	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
efforts	0.0	0.0	0.0	0.0	0.0	0.0030993454	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
rehabilitation	0.0	0.0	0.0	0.0	0.0	0.0030726178	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0031845334
gold	0.0	0.0	0.0	0.0	0.0	0.0	0.007934923	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
light	0.0	0.0	0.0	0.0	0.0	0.0	0.0073872097	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
memory	0.0	0.0	0.0	0.0	0.0	0.0	0.0065870453	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
system	0.0	0.0	0.0	0.0	0.0	0.0	0.00614913	0.0	0.0	0.0	0.0	0.010017645	0.0	0.0	0.006330136	0.0	0.0	0.0	0.008725762	0.0052559916
electrical	0.0	0.0	0.0	0.0	0.0	0.0	0.0053497604	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
device	0.0	0.0	0.0	0.0	0.0	0.0	0.0052782935	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0031867651
materials	0.0	0.0	0.0	0.0	0.0	0.0	0.0049534137	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0024063422	0.0
researchers	0.0	0.0	0.0	0.0	0.0	0.0	0.0045487876	0.0	0.0	0.0	0.0	0.0050327964	0.005426294	0.0	0.0048053954	0.0	0.0	0.0	0.0066438806	0.0021123781
examination	0.0	0.0	0.0	0.0	0.0	0.0	0.0042648953	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
power	0.0	0.0	0.0	0.0	0.0	0.0	0.004140283	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
different	0.0	0.0	0.0	0.0	0.0	0.0	0.0040779333	0.0	0.0	0.0	0.0032040842	0.0025739684	0.0	0.0	0.0	0.0	0.0043306383	0.0027414078	0.0	0.0
water	0.0	0.0	0.0	0.0	0.0	0.0	0.0038035165	0.0026406802	0.0	0.0	0.0	0.0	0.0	0.0	0.0059943087	0.0	0.0	0.0	0.0039801747	0.0
shape	0.0	0.0	0.0	0.0	0.0	0.0	0.0034787136	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
workers	0.0	0.0	0.0	0.0	0.0	0.0	0.0033805557	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
medals	0.0	0.0	0.0	0.0	0.0	0.0	0.0033682424	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
invention	0.0	0.0	0.0	0.0	0.0	0.0	0.0033647462	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
winning	0.0	0.0	0.0	0.0	0.0	0.0	0.0033520465	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
awards	0.0	0.0	0.0	0.0	0.0	0.0	0.0032830855	0.0	0.0	0.0	0.0	0.0	0.0	0.00582804	0.0	0.0	0.0	0.0	0.0	0.0
fabric	0.0	0.0	0.0	0.0	0.0	0.0	0.003222301	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.009778487	0.0	0.0	0.0	0.0	0.0
process	0.0	0.0	0.0	0.0	0.0	0.0	0.0031665894	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0028833845	0.0	0.0	0.0	0.002234171	0.0
pollution	0.0	0.0	0.0	0.0	0.0	0.0	0.0030948278	0.011324951	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
textile	0.0	0.0	0.0	0.0	0.0	0.0	0.0027529313	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.006631724	0.0	0.0	0.0	0.0021569396	0.0
fabrics	0.0	0.0	0.0	0.0	0.0	0.0	0.0027389363	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0056434115	0.0	0.0	0.0	0.0	0.0
inventions	0.0	0.0	0.0	0.0	0.0	0.0	0.0027064597	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
entries	0.0	0.0	0.0	0.0	0.0	0.0	0.0025580158	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
sky	0.0	0.0	0.0	0.0	0.0	0.0	0.0025347902	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
human	0.0	0.0	0.0	0.0	0.0	0.0	0.0024149509	0.0	0.0	0.0	0.0	0.0	0.014600054	0.0	0.0019525153	0.0	0.0	0.0	0.0	0.0
applications	0.0	0.0	0.0	0.0	0.0	0.0	0.0023742164	0.0	0.0	0.0	0.0	0.0065003107	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
developed	0.0	0.0	0.0	0.0	0.0	0.0	0.0023122975	0.0	0.0	0.0	0.0	0.005353445	0.0	0.0	0.0016946103	0.0	0.0	0.0	0.007519172	0.0
won	0.0	0.0	0.0	0.0	0.0	0.0	0.0022489114	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
surface	0.0	0.0	0.0	0.0	0.0	0.0	0.0022167873	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0032182888	0.0
solar	0.0	0.0	0.0	0.0	0.0	0.0	0.0021877666	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0036904702	0.0
air	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.018850207	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.002935213	0.0
index	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.015150354	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
score	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.008589039	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0026564037	0.0	0.0	0.0
indicators	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0072655855	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
performance	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.006940013	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0035252736	0.0028399974	0.0	0.0
better	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.005449289	0.0	0.004084573	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
worse	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.005310362	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
overall	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0050487993	0.0	0.0035666618	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0026247017	0.0	0.0
environmental	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0047796164	0.0	0.0	0.007026671	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
government	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0047478285	0.0	0.0	0.00357781	0.0	0.0	0.0	0.0	0.0	0.0	0.0049002506	0.0	0.0
compared	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.004608056	0.004932729	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0033072887	0.0	0.0
improved	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0044930135	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
rate	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.004416622	0.013049921	0.008123229	0.0	0.0	0.0	0.0	0.0	0.0026247464	0.0	0.0035581589	0.0	0.0
economic	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.004387764	0.0077724652	0.0072249337	0.0039090384	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
according	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.004282555	0.0	0.003176475	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0026110478	0.0	0.0
levels	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.004106265	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
satisfaction	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0040947483	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
shows	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.004087632	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
civil	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.003991437	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
indicates	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.003830589	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
points	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0037754886	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
noise	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0037092299	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
assessment	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0035777816	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.002408425
pollutants	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0035234569	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
impact	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.003104119	0.0	0.003790475	0.0	0.0	0.0	0.0	0.0017271019	0.0	0.0	0.0	0.0	0.0
measure	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0030697563	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
same	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0030677074	0.004307874	0.0028105679	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
reference	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0030479757	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
situation	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0030156514	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
increase	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0029893182	0.010436837	0.003352138	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
policy	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.002962864	0.0	0.0	0.0036526492	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
based	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.002921231	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
areas	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0027749958	0.0	0.0	0.0	0.0033251152	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
youth	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.002700907	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
scores	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0025769237	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
growth	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.02924353	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
quarter	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.016715398	0.003076811	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
forecast	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.01652603	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
estimated	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.011885427	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
grow	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.01048091	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
current	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.009554891	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0035054847	0.0	0.0
goods	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.00895483	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
exports	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.00881681	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
real	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0082655	0.003242285	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
retail	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.00824716	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
expected	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.008138577	0.004032051	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
projected	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.007714667	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
economy	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.007550456	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
last	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.007160535	0.018313501	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
demand	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.006751974	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
spending	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0065189986	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
investment	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.006284991	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
whole	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.00613807	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
unemployment	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0059739985	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
second	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0059285164	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
consumption	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0054818443	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
